item_id,stage,timestamp,time_spent_minutes,previous_timestamp,time_between_stage,is_delayed
128,Picking,2026-04-25 20:35:47.981137,20,2026-04-25 20:15:47.981137,20.0,False
128,Packing,2026-04-25 20:52:47.981137,17,2026-04-25 20:35:47.981137,17.0,False
128,Shipping,2026-04-25 22:14:47.981137,82,2026-04-25 20:52:47.981137,82.0,False
129,Receiving,2026-04-25 18:00:47.981137,18,,,False
129,Storage,2026-04-25 19:52:47.981137,112,2026-04-25 18:00:47.981137,112.0,True
129,Picking,2026-04-25 20:51:47.981137,59,2026-04-25 19:52:47.981137,59.0,False
129,Packing,2026-04-25 21:17:47.981137,26,2026-04-25 20:51:47.981137,26.0,False
129,Shipping,2026-04-25 21:34:47.981137,17,2026-04-25 21:17:47.981137,17.0,False
130,Receiving,2026-04-25 17:53:47.981137,11,,,False
130,Storage,2026-04-25 19:54:47.981137,121,2026-04-25 17:53:47.981137,121.0,True
130,Picking,2026-04-25 20:31:47.981137,37,2026-04-25 19:54:47.981137,37.0,False
130,Packing,2026-04-25 20:44:47.981137,13,2026-04-25 20:31:47.981137,13.0,False
130,Shipping,2026-04-25 21:07:47.981137,23,2026-04-25 20:44:47.981137,23.0,False
131,Receiving,2026-04-25 17:56:47.981137,14,,,False
131,Storage,2026-04-25 18:47:47.981137,51,2026-04-25 17:56:47.981137,51.0,False
131,Picking,2026-04-25 19:17:47.981137,30,2026-04-25 18:47:47.981137,30.0,False
131,Packing,2026-04-25 19:45:47.981137,28,2026-04-25 19:17:47.981137,28.0,False
131,Shipping,2026-04-25 20:04:47.981137,19,2026-04-25 19:45:47.981137,19.0,False
132,Receiving,2026-04-25 18:29:47.981137,47,,,False
132,Storage,2026-04-25 19:12:47.981137,43,2026-04-25 18:29:47.981137,43.0,False
132,Picking,2026-04-25 19:51:47.981137,39,2026-04-25 19:12:47.981137,39.0,False
132,Packing,2026-04-25 20:14:47.981137,23,2026-04-25 19:51:47.981137,23.0,False
132,Shipping,2026-04-25 20:46:47.981137,32,2026-04-25 20:14:47.981137,32.0,False
133,Receiving,2026-04-25 17:58:47.981137,16,,,False
133,Storage,2026-04-25 19:48:47.981137,110,2026-04-25 17:58:47.981137,110.0,True
133,Picking,2026-04-25 20:21:47.981137,33,2026-04-25 19:48:47.981137,33.0,False
133,Packing,2026-04-25 20:35:47.981137,14,2026-04-25 20:21:47.981137,14.0,False
133,Shipping,2026-04-25 21:20:47.981137,45,2026-04-25 20:35:47.981137,45.0,False
134,Receiving,2026-04-25 18:00:47.981137,18,,,False
134,Storage,2026-04-25 22:11:47.981137,251,2026-04-25 18:00:47.981137,251.0,True
134,Picking,2026-04-25 22:30:47.981137,19,2026-04-25 22:11:47.981137,19.0,False
134,Packing,2026-04-25 22:40:47.981137,10,2026-04-25 22:30:47.981137,10.0,False
134,Shipping,2026-04-25 23:23:47.981137,43,2026-04-25 22:40:47.981137,43.0,False
135,Receiving,2026-04-25 17:55:47.981137,13,,,False
135,Storage,2026-04-25 20:43:47.981137,168,2026-04-25 17:55:47.981137,168.0,True
135,Picking,2026-04-25 21:20:47.981137,37,2026-04-25 20:43:47.981137,37.0,False
135,Packing,2026-04-25 21:38:47.981137,18,2026-04-25 21:20:47.981137,18.0,False
135,Shipping,2026-04-25 22:16:47.981137,38,2026-04-25 21:38:47.981137,38.0,False
136,Receiving,2026-04-25 17:54:47.981137,12,,,False
136,Storage,2026-04-25 19:36:47.981137,102,2026-04-25 17:54:47.981137,102.0,True
136,Picking,2026-04-25 20:22:47.981137,46,2026-04-25 19:36:47.981137,46.0,False
136,Packing,2026-04-25 20:50:47.981137,28,2026-04-25 20:22:47.981137,28.0,False
136,Shipping,2026-04-25 21:15:47.981137,25,2026-04-25 20:50:47.981137,25.0,False
137,Receiving,2026-04-25 17:47:47.981137,5,,,False
137,Storage,2026-04-25 19:35:47.981137,108,2026-04-25 17:47:47.981137,108.0,True
137,Picking,2026-04-25 20:54:47.981137,79,2026-04-25 19:35:47.981137,79.0,False
137,Packing,2026-04-25 21:18:47.981137,24,2026-04-25 20:54:47.981137,24.0,False
137,Shipping,2026-04-25 21:57:47.981137,39,2026-04-25 21:18:47.981137,39.0,False
138,Receiving,2026-04-25 17:49:47.981137,7,,,False
138,Storage,2026-04-25 20:13:47.981137,144,2026-04-25 17:49:47.981137,144.0,True
138,Picking,2026-04-25 21:01:47.981137,48,2026-04-25 20:13:47.981137,48.0,False
138,Packing,2026-04-25 21:26:47.981137,25,2026-04-25 21:01:47.981137,25.0,False
138,Shipping,2026-04-25 22:02:47.981137,36,2026-04-25 21:26:47.981137,36.0,False
139,Receiving,2026-04-25 17:52:47.981137,10,,,False
139,Storage,2026-04-25 20:34:47.981137,162,2026-04-25 17:52:47.981137,162.0,True
139,Picking,2026-04-25 20:49:47.981137,15,2026-04-25 20:34:47.981137,15.0,False
139,Packing,2026-04-25 22:12:47.981137,83,2026-04-25 20:49:47.981137,83.0,False
139,Shipping,2026-04-25 22:27:47.981137,15,2026-04-25 22:12:47.981137,15.0,False
140,Receiving,2026-04-25 17:58:47.981137,16,,,False
140,Storage,2026-04-25 19:23:47.981137,85,2026-04-25 17:58:47.981137,85.0,False
140,Picking,2026-04-25 21:34:47.981137,131,2026-04-25 19:23:47.981137,131.0,True
140,Packing,2026-04-25 21:50:47.981137,16,2026-04-25 21:34:47.981137,16.0,False
140,Shipping,2026-04-25 22:21:47.981137,31,2026-04-25 21:50:47.981137,31.0,False
141,Receiving,2026-04-25 17:59:47.981137,17,,,False
141,Storage,2026-04-25 20:02:47.981137,123,2026-04-25 17:59:47.981137,123.0,True
141,Picking,2026-04-25 20:19:47.981137,17,2026-04-25 20:02:47.981137,17.0,False
141,Packing,2026-04-25 20:32:47.981137,13,2026-04-25 20:19:47.981137,13.0,False
141,Shipping,2026-04-25 20:55:47.981137,23,2026-04-25 20:32:47.981137,23.0,False
142,Receiving,2026-04-25 17:59:47.981137,17,,,False
142,Storage,2026-04-25 19:53:47.981137,114,2026-04-25 17:59:47.981137,114.0,True
142,Picking,2026-04-25 20:09:47.981137,16,2026-04-25 19:53:47.981137,16.0,False
142,Packing,2026-04-25 20:18:47.981137,9,2026-04-25 20:09:47.981137,9.0,False
142,Shipping,2026-04-25 20:31:47.981137,13,2026-04-25 20:18:47.981137,13.0,False
143,Receiving,2026-04-25 18:41:47.981137,59,,,False
143,Storage,2026-04-25 19:25:47.981137,44,2026-04-25 18:41:47.981137,44.0,False
143,Picking,2026-04-25 19:59:47.981137,34,2026-04-25 19:25:47.981137,34.0,False
143,Packing,2026-04-25 20:17:47.981137,18,2026-04-25 19:59:47.981137,18.0,False
143,Shipping,2026-04-25 21:02:47.981137,45,2026-04-25 20:17:47.981137,45.0,False
144,Receiving,2026-04-25 18:01:47.981137,19,,,False
144,Storage,2026-04-25 20:09:47.981137,128,2026-04-25 18:01:47.981137,128.0,True
144,Picking,2026-04-25 22:10:47.981137,121,2026-04-25 20:09:47.981137,121.0,True
144,Packing,2026-04-25 23:24:47.981137,74,2026-04-25 22:10:47.981137,74.0,False
144,Shipping,2026-04-26 00:06:47.981137,42,2026-04-25 23:24:47.981137,42.0,False
145,Receiving,2026-04-25 18:01:47.981137,19,,,False
145,Storage,2026-04-25 20:54:47.981137,173,2026-04-25 18:01:47.981137,173.0,True
145,Picking,2026-04-25 21:14:47.981137,20,2026-04-25 20:54:47.981137,20.0,False
145,Packing,2026-04-25 21:35:47.981137,21,2026-04-25 21:14:47.981137,21.0,False
145,Shipping,2026-04-25 22:19:47.981137,44,2026-04-25 21:35:47.981137,44.0,False
146,Receiving,2026-04-25 19:29:47.981137,107,,,True
146,Storage,2026-04-25 21:43:47.981137,134,2026-04-25 19:29:47.981137,134.0,True
146,Picking,2026-04-25 23:43:47.981137,120,2026-04-25 21:43:47.981137,120.0,True
146,Packing,2026-04-26 00:04:47.981137,21,2026-04-25 23:43:47.981137,21.0,False
146,Shipping,2026-04-26 00:46:47.981137,42,2026-04-26 00:04:47.981137,42.0,False
147,Receiving,2026-04-25 17:57:47.981137,15,,,False
147,Storage,2026-04-25 20:06:47.981137,129,2026-04-25 17:57:47.981137,129.0,True
147,Picking,2026-04-25 20:46:47.981137,40,2026-04-25 20:06:47.981137,40.0,False
147,Packing,2026-04-25 21:13:47.981137,27,2026-04-25 20:46:47.981137,27.0,False
147,Shipping,2026-04-25 21:28:47.981137,15,2026-04-25 21:13:47.981137,15.0,False
148,Receiving,2026-04-25 18:56:47.981137,74,,,False
148,Storage,2026-04-25 21:47:47.981137,171,2026-04-25 18:56:47.981137,171.0,True
148,Picking,2026-04-25 23:28:47.981137,101,2026-04-25 21:47:47.981137,101.0,True
148,Packing,2026-04-25 23:41:47.981137,13,2026-04-25 23:28:47.981137,13.0,False
148,Shipping,2026-04-26 00:05:47.981137,24,2026-04-25 23:41:47.981137,24.0,False
149,Receiving,2026-04-25 17:55:47.981137,13,,,False
149,Storage,2026-04-25 19:34:47.981137,99,2026-04-25 17:55:47.981137,99.0,True
149,Picking,2026-04-25 20:07:47.981137,33,2026-04-25 19:34:47.981137,33.0,False
149,Packing,2026-04-25 20:34:47.981137,27,2026-04-25 20:07:47.981137,27.0,False
149,Shipping,2026-04-25 21:09:47.981137,35,2026-04-25 20:34:47.981137,35.0,False
150,Receiving,2026-04-25 17:52:47.981137,10,,,False
150,Storage,2026-04-25 20:07:47.981137,135,2026-04-25 17:52:47.981137,135.0,True
150,Picking,2026-04-25 20:20:47.981137,13,2026-04-25 20:07:47.981137,13.0,False
150,Packing,2026-04-25 20:48:47.981137,28,2026-04-25 20:20:47.981137,28.0,False
150,Shipping,2026-04-25 21:27:47.981137,39,2026-04-25 20:48:47.981137,39.0,False
151,Receiving,2026-04-25 17:58:47.981137,16,,,False
151,Storage,2026-04-25 20:36:47.981137,158,2026-04-25 17:58:47.981137,158.0,True
151,Picking,2026-04-25 20:56:47.981137,20,2026-04-25 20:36:47.981137,20.0,False
151,Packing,2026-04-25 21:15:47.981137,19,2026-04-25 20:56:47.981137,19.0,False
151,Shipping,2026-04-25 22:23:47.981137,68,2026-04-25 21:15:47.981137,68.0,False
152,Receiving,2026-04-25 18:00:47.981137,18,,,False
152,Storage,2026-04-25 19:39:47.981137,99,2026-04-25 18:00:47.981137,99.0,True
152,Picking,2026-04-25 20:33:47.981137,54,2026-04-25 19:39:47.981137,54.0,False
152,Packing,2026-04-25 22:34:47.981137,121,2026-04-25 20:33:47.981137,121.0,True
152,Shipping,2026-04-25 23:11:47.981137,37,2026-04-25 22:34:47.981137,37.0,False
153,Receiving,2026-04-25 19:16:47.981137,94,,,True
153,Storage,2026-04-25 21:58:47.981137,162,2026-04-25 19:16:47.981137,162.0,True
153,Picking,2026-04-25 23:15:47.981137,77,2026-04-25 21:58:47.981137,77.0,False
153,Packing,2026-04-25 23:29:47.981137,14,2026-04-25 23:15:47.981137,14.0,False
153,Shipping,2026-04-25 23:40:47.981137,11,2026-04-25 23:29:47.981137,11.0,False
154,Receiving,2026-04-25 17:47:47.981137,5,,,False
154,Storage,2026-04-25 20:03:47.981137,136,2026-04-25 17:47:47.981137,136.0,True
154,Picking,2026-04-25 20:57:47.981137,54,2026-04-25 20:03:47.981137,54.0,False
154,Packing,2026-04-25 21:02:47.981137,5,2026-04-25 20:57:47.981137,5.0,False
154,Shipping,2026-04-25 21:38:47.981137,36,2026-04-25 21:02:47.981137,36.0,False
155,Receiving,2026-04-25 19:17:47.981137,95,,,True
155,Storage,2026-04-25 21:46:47.981137,149,2026-04-25 19:17:47.981137,149.0,True
155,Picking,2026-04-25 22:03:47.981137,17,2026-04-25 21:46:47.981137,17.0,False
155,Packing,2026-04-25 22:21:47.981137,18,2026-04-25 22:03:47.981137,18.0,False
155,Shipping,2026-04-25 23:01:47.981137,40,2026-04-25 22:21:47.981137,40.0,False
156,Receiving,2026-04-25 18:00:47.981137,18,,,False
156,Storage,2026-04-25 20:58:47.981137,178,2026-04-25 18:00:47.981137,178.0,True
156,Picking,2026-04-25 21:19:47.981137,21,2026-04-25 20:58:47.981137,21.0,False
156,Packing,2026-04-25 21:37:47.981137,18,2026-04-25 21:19:47.981137,18.0,False
156,Shipping,2026-04-25 23:59:47.981137,142,2026-04-25 21:37:47.981137,142.0,True
157,Receiving,2026-04-25 17:57:47.981137,15,,,False
157,Storage,2026-04-25 20:17:47.981137,140,2026-04-25 17:57:47.981137,140.0,True
157,Picking,2026-04-25 21:02:47.981137,45,2026-04-25 20:17:47.981137,45.0,False
157,Packing,2026-04-25 21:14:47.981137,12,2026-04-25 21:02:47.981137,12.0,False
157,Shipping,2026-04-25 21:27:47.981137,13,2026-04-25 21:14:47.981137,13.0,False
158,Receiving,2026-04-25 18:46:47.981137,64,,,False
158,Storage,2026-04-25 20:03:47.981137,77,2026-04-25 18:46:47.981137,77.0,False
158,Picking,2026-04-25 21:02:47.981137,59,2026-04-25 20:03:47.981137,59.0,False
158,Packing,2026-04-25 21:26:47.981137,24,2026-04-25 21:02:47.981137,24.0,False
158,Shipping,2026-04-25 22:00:47.981137,34,2026-04-25 21:26:47.981137,34.0,False
159,Receiving,2026-04-25 17:49:47.981137,7,,,False
159,Storage,2026-04-25 19:50:47.981137,121,2026-04-25 17:49:47.981137,121.0,True
159,Picking,2026-04-25 20:17:47.981137,27,2026-04-25 19:50:47.981137,27.0,False
159,Packing,2026-04-25 20:45:47.981137,28,2026-04-25 20:17:47.981137,28.0,False
159,Shipping,2026-04-25 21:05:47.981137,20,2026-04-25 20:45:47.981137,20.0,False
160,Receiving,2026-04-25 17:56:47.981137,14,,,False
160,Storage,2026-04-25 20:25:47.981137,149,2026-04-25 17:56:47.981137,149.0,True
160,Picking,2026-04-25 20:57:47.981137,32,2026-04-25 20:25:47.981137,32.0,False
160,Packing,2026-04-25 21:02:47.981137,5,2026-04-25 20:57:47.981137,5.0,False
160,Shipping,2026-04-25 21:19:47.981137,17,2026-04-25 21:02:47.981137,17.0,False
161,Receiving,2026-04-25 17:56:47.981137,14,,,False
161,Storage,2026-04-25 19:39:47.981137,103,2026-04-25 17:56:47.981137,103.0,True
161,Picking,2026-04-25 20:20:47.981137,41,2026-04-25 19:39:47.981137,41.0,False
161,Packing,2026-04-25 20:45:47.981137,25,2026-04-25 20:20:47.981137,25.0,False
161,Shipping,2026-04-25 22:21:47.981137,96,2026-04-25 20:45:47.981137,96.0,True
162,Receiving,2026-04-25 17:53:47.981137,11,,,False
162,Storage,2026-04-25 18:56:47.981137,63,2026-04-25 17:53:47.981137,63.0,False
162,Picking,2026-04-25 20:22:47.981137,86,2026-04-25 18:56:47.981137,86.0,False
162,Packing,2026-04-25 21:51:47.981137,89,2026-04-25 20:22:47.981137,89.0,False
162,Shipping,2026-04-25 22:09:47.981137,18,2026-04-25 21:51:47.981137,18.0,False
163,Receiving,2026-04-25 19:10:47.981137,88,,,False
163,Storage,2026-04-25 21:28:47.981137,138,2026-04-25 19:10:47.981137,138.0,True
163,Picking,2026-04-25 21:38:47.981137,10,2026-04-25 21:28:47.981137,10.0,False
163,Packing,2026-04-25 21:56:47.981137,18,2026-04-25 21:38:47.981137,18.0,False
163,Shipping,2026-04-25 22:31:47.981137,35,2026-04-25 21:56:47.981137,35.0,False
164,Receiving,2026-04-25 19:27:47.981137,105,,,True
164,Storage,2026-04-25 19:58:47.981137,31,2026-04-25 19:27:47.981137,31.0,False
164,Picking,2026-04-25 20:27:47.981137,29,2026-04-25 19:58:47.981137,29.0,False
164,Packing,2026-04-25 20:45:47.981137,18,2026-04-25 20:27:47.981137,18.0,False
164,Shipping,2026-04-25 20:55:47.981137,10,2026-04-25 20:45:47.981137,10.0,False
165,Receiving,2026-04-25 17:47:47.981137,5,,,False
165,Storage,2026-04-25 18:49:47.981137,62,2026-04-25 17:47:47.981137,62.0,False
165,Picking,2026-04-25 19:41:47.981137,52,2026-04-25 18:49:47.981137,52.0,False
165,Packing,2026-04-25 19:54:47.981137,13,2026-04-25 19:41:47.981137,13.0,False
165,Shipping,2026-04-25 20:15:47.981137,21,2026-04-25 19:54:47.981137,21.0,False
166,Receiving,2026-04-25 17:49:47.981137,7,,,False
166,Storage,2026-04-25 19:42:47.981137,113,2026-04-25 17:49:47.981137,113.0,True
166,Picking,2026-04-25 20:36:47.981137,54,2026-04-25 19:42:47.981137,54.0,False
166,Packing,2026-04-25 21:03:47.981137,27,2026-04-25 20:36:47.981137,27.0,False
166,Shipping,2026-04-25 21:22:47.981137,19,2026-04-25 21:03:47.981137,19.0,False
167,Receiving,2026-04-25 19:37:47.981137,115,,,True
167,Storage,2026-04-25 21:44:47.981137,127,2026-04-25 19:37:47.981137,127.0,True
167,Picking,2026-04-25 22:42:47.981137,58,2026-04-25 21:44:47.981137,58.0,False
167,Packing,2026-04-25 22:53:47.981137,11,2026-04-25 22:42:47.981137,11.0,False
167,Shipping,2026-04-25 23:17:47.981137,24,2026-04-25 22:53:47.981137,24.0,False
168,Receiving,2026-04-25 17:48:47.981137,6,,,False
168,Storage,2026-04-25 19:19:47.981137,91,2026-04-25 17:48:47.981137,91.0,True
168,Picking,2026-04-25 20:03:47.981137,44,2026-04-25 19:19:47.981137,44.0,False
168,Packing,2026-04-25 20:25:47.981137,22,2026-04-25 20:03:47.981137,22.0,False
168,Shipping,2026-04-25 22:38:47.981137,133,2026-04-25 20:25:47.981137,133.0,True
169,Receiving,2026-04-25 17:50:47.981137,8,,,False
169,Storage,2026-04-25 21:54:47.981137,244,2026-04-25 17:50:47.981137,244.0,True
169,Picking,2026-04-25 22:42:47.981137,48,2026-04-25 21:54:47.981137,48.0,False
169,Packing,2026-04-25 22:55:47.981137,13,2026-04-25 22:42:47.981137,13.0,False
169,Shipping,2026-04-25 23:17:47.981137,22,2026-04-25 22:55:47.981137,22.0,False
170,Receiving,2026-04-25 18:34:47.981137,52,,,False
170,Storage,2026-04-25 19:37:47.981137,63,2026-04-25 18:34:47.981137,63.0,False
170,Picking,2026-04-25 20:00:47.981137,23,2026-04-25 19:37:47.981137,23.0,False
170,Packing,2026-04-25 22:15:47.981137,135,2026-04-25 20:00:47.981137,135.0,True
170,Shipping,2026-04-25 22:39:47.981137,24,2026-04-25 22:15:47.981137,24.0,False
171,Receiving,2026-04-25 18:33:47.981137,51,,,False
171,Storage,2026-04-25 20:02:47.981137,89,2026-04-25 18:33:47.981137,89.0,False
171,Picking,2026-04-25 20:31:47.981137,29,2026-04-25 20:02:47.981137,29.0,False
171,Packing,2026-04-25 20:59:47.981137,28,2026-04-25 20:31:47.981137,28.0,False
171,Shipping,2026-04-25 21:24:47.981137,25,2026-04-25 20:59:47.981137,25.0,False
172,Receiving,2026-04-25 17:47:47.981137,5,,,False
172,Storage,2026-04-25 18:53:47.981137,66,2026-04-25 17:47:47.981137,66.0,False
172,Picking,2026-04-25 19:05:47.981137,12,2026-04-25 18:53:47.981137,12.0,False
172,Packing,2026-04-25 19:28:47.981137,23,2026-04-25 19:05:47.981137,23.0,False
172,Shipping,2026-04-25 20:07:47.981137,39,2026-04-25 19:28:47.981137,39.0,False
173,Receiving,2026-04-25 17:57:47.981137,15,,,False
173,Storage,2026-04-25 19:50:47.981137,113,2026-04-25 17:57:47.981137,113.0,True
173,Picking,2026-04-25 20:41:47.981137,51,2026-04-25 19:50:47.981137,51.0,False
173,Packing,2026-04-25 20:54:47.981137,13,2026-04-25 20:41:47.981137,13.0,False
173,Shipping,2026-04-25 21:13:47.981137,19,2026-04-25 20:54:47.981137,19.0,False
174,Receiving,2026-04-25 17:47:47.981137,5,,,False
174,Storage,2026-04-25 19:31:47.981137,104,2026-04-25 17:47:47.981137,104.0,True
174,Picking,2026-04-25 19:55:47.981137,24,2026-04-25 19:31:47.981137,24.0,False
174,Packing,2026-04-25 20:23:47.981137,28,2026-04-25 19:55:47.981137,28.0,False
174,Shipping,2026-04-25 22:54:47.981137,151,2026-04-25 20:23:47.981137,151.0,True
175,Receiving,2026-04-25 17:50:47.981137,8,,,False
175,Storage,2026-04-25 19:09:47.981137,79,2026-04-25 17:50:47.981137,79.0,False
175,Picking,2026-04-25 21:47:47.981137,158,2026-04-25 19:09:47.981137,158.0,True
175,Packing,2026-04-25 22:14:47.981137,27,2026-04-25 21:47:47.981137,27.0,False
175,Shipping,2026-04-25 22:36:47.981137,22,2026-04-25 22:14:47.981137,22.0,False
176,Receiving,2026-04-25 18:02:47.981137,20,,,False
176,Storage,2026-04-25 20:36:47.981137,154,2026-04-25 18:02:47.981137,154.0,True
176,Picking,2026-04-25 23:16:47.981137,160,2026-04-25 20:36:47.981137,160.0,True
176,Packing,2026-04-25 23:27:47.981137,11,2026-04-25 23:16:47.981137,11.0,False
176,Shipping,2026-04-26 00:08:47.981137,41,2026-04-25 23:27:47.981137,41.0,False
177,Receiving,2026-04-25 19:11:47.981137,89,,,False
177,Storage,2026-04-25 20:29:47.981137,78,2026-04-25 19:11:47.981137,78.0,False
177,Picking,2026-04-25 22:45:47.981137,136,2026-04-25 20:29:47.981137,136.0,True
177,Packing,2026-04-25 23:06:47.981137,21,2026-04-25 22:45:47.981137,21.0,False
177,Shipping,2026-04-25 23:51:47.981137,45,2026-04-25 23:06:47.981137,45.0,False
178,Receiving,2026-04-25 17:57:47.981137,15,,,False
178,Storage,2026-04-25 21:06:47.981137,189,2026-04-25 17:57:47.981137,189.0,True
178,Picking,2026-04-25 21:27:47.981137,21,2026-04-25 21:06:47.981137,21.0,False
178,Packing,2026-04-25 21:45:47.981137,18,2026-04-25 21:27:47.981137,18.0,False
178,Shipping,2026-04-25 23:14:47.981137,89,2026-04-25 21:45:47.981137,89.0,False
179,Receiving,2026-04-25 17:48:47.981137,6,,,False
179,Storage,2026-04-25 20:26:47.981137,158,2026-04-25 17:48:47.981137,158.0,True
179,Picking,2026-04-25 21:17:47.981137,51,2026-04-25 20:26:47.981137,51.0,False
179,Packing,2026-04-25 21:43:47.981137,26,2026-04-25 21:17:47.981137,26.0,False
179,Shipping,2026-04-25 21:58:47.981137,15,2026-04-25 21:43:47.981137,15.0,False
180,Receiving,2026-04-25 17:50:47.981137,8,,,False
180,Storage,2026-04-25 20:06:47.981137,136,2026-04-25 17:50:47.981137,136.0,True
180,Picking,2026-04-25 20:16:47.981137,10,2026-04-25 20:06:47.981137,10.0,False
180,Packing,2026-04-25 20:38:47.981137,22,2026-04-25 20:16:47.981137,22.0,False
180,Shipping,2026-04-25 21:19:47.981137,41,2026-04-25 20:38:47.981137,41.0,False
181,Receiving,2026-04-25 17:49:47.981137,7,,,False
181,Storage,2026-04-25 18:39:47.981137,50,2026-04-25 17:49:47.981137,50.0,False
181,Picking,2026-04-25 19:17:47.981137,38,2026-04-25 18:39:47.981137,38.0,False
181,Packing,2026-04-25 19:29:47.981137,12,2026-04-25 19:17:47.981137,12.0,False
181,Shipping,2026-04-25 20:01:47.981137,32,2026-04-25 19:29:47.981137,32.0,False
182,Receiving,2026-04-25 18:02:47.981137,20,,,False
182,Storage,2026-04-25 19:59:47.981137,117,2026-04-25 18:02:47.981137,117.0,True
182,Picking,2026-04-25 20:54:47.981137,55,2026-04-25 19:59:47.981137,55.0,False
182,Packing,2026-04-25 21:03:47.981137,9,2026-04-25 20:54:47.981137,9.0,False
182,Shipping,2026-04-25 21:14:47.981137,11,2026-04-25 21:03:47.981137,11.0,False
183,Receiving,2026-04-25 18:02:47.981137,20,,,False
183,Storage,2026-04-25 20:21:47.981137,139,2026-04-25 18:02:47.981137,139.0,True
183,Picking,2026-04-25 21:05:47.981137,44,2026-04-25 20:21:47.981137,44.0,False
183,Packing,2026-04-25 21:26:47.981137,21,2026-04-25 21:05:47.981137,21.0,False
183,Shipping,2026-04-25 23:14:47.981137,108,2026-04-25 21:26:47.981137,108.0,True
184,Receiving,2026-04-25 17:51:47.981137,9,,,False
184,Storage,2026-04-25 19:48:47.981137,117,2026-04-25 17:51:47.981137,117.0,True
184,Picking,2026-04-25 20:47:47.981137,59,2026-04-25 19:48:47.981137,59.0,False
184,Packing,2026-04-25 20:57:47.981137,10,2026-04-25 20:47:47.981137,10.0,False
184,Shipping,2026-04-25 22:52:47.981137,115,2026-04-25 20:57:47.981137,115.0,True
185,Receiving,2026-04-25 17:53:47.981137,11,,,False
185,Storage,2026-04-25 20:58:47.981137,185,2026-04-25 17:53:47.981137,185.0,True
185,Picking,2026-04-25 21:34:47.981137,36,2026-04-25 20:58:47.981137,36.0,False
185,Packing,2026-04-25 22:02:47.981137,28,2026-04-25 21:34:47.981137,28.0,False
185,Shipping,2026-04-25 22:26:47.981137,24,2026-04-25 22:02:47.981137,24.0,False
186,Receiving,2026-04-25 17:58:47.981137,16,,,False
186,Storage,2026-04-25 18:29:47.981137,31,2026-04-25 17:58:47.981137,31.0,False
186,Picking,2026-04-25 18:47:47.981137,18,2026-04-25 18:29:47.981137,18.0,False
186,Packing,2026-04-25 19:17:47.981137,30,2026-04-25 18:47:47.981137,30.0,False
186,Shipping,2026-04-25 19:34:47.981137,17,2026-04-25 19:17:47.981137,17.0,False
187,Receiving,2026-04-25 17:58:47.981137,16,,,False
187,Storage,2026-04-25 19:35:47.981137,97,2026-04-25 17:58:47.981137,97.0,True
187,Picking,2026-04-25 20:18:47.981137,43,2026-04-25 19:35:47.981137,43.0,False
187,Packing,2026-04-25 20:40:47.981137,22,2026-04-25 20:18:47.981137,22.0,False
187,Shipping,2026-04-25 21:01:47.981137,21,2026-04-25 20:40:47.981137,21.0,False
188,Receiving,2026-04-25 18:43:47.981137,61,,,False
188,Storage,2026-04-25 19:59:47.981137,76,2026-04-25 18:43:47.981137,76.0,False
188,Picking,2026-04-25 20:17:47.981137,18,2026-04-25 19:59:47.981137,18.0,False
188,Packing,2026-04-25 21:17:47.981137,60,2026-04-25 20:17:47.981137,60.0,False
188,Shipping,2026-04-25 23:34:47.981137,137,2026-04-25 21:17:47.981137,137.0,True
189,Receiving,2026-04-25 17:59:47.981137,17,,,False
189,Storage,2026-04-25 20:59:47.981137,180,2026-04-25 17:59:47.981137,180.0,True
189,Picking,2026-04-25 21:42:47.981137,43,2026-04-25 20:59:47.981137,43.0,False
189,Packing,2026-04-25 23:32:47.981137,110,2026-04-25 21:42:47.981137,110.0,True
189,Shipping,2026-04-25 23:45:47.981137,13,2026-04-25 23:32:47.981137,13.0,False
190,Receiving,2026-04-25 17:48:47.981137,6,,,False
190,Storage,2026-04-25 19:33:47.981137,105,2026-04-25 17:48:47.981137,105.0,True
190,Picking,2026-04-25 20:11:47.981137,38,2026-04-25 19:33:47.981137,38.0,False
190,Packing,2026-04-25 20:33:47.981137,22,2026-04-25 20:11:47.981137,22.0,False
190,Shipping,2026-04-25 20:44:47.981137,11,2026-04-25 20:33:47.981137,11.0,False
191,Receiving,2026-04-25 17:50:47.981137,8,,,False
191,Storage,2026-04-25 19:55:47.981137,125,2026-04-25 17:50:47.981137,125.0,True
191,Picking,2026-04-25 22:02:47.981137,127,2026-04-25 19:55:47.981137,127.0,True
191,Packing,2026-04-25 22:25:47.981137,23,2026-04-25 22:02:47.981137,23.0,False
191,Shipping,2026-04-25 22:35:47.981137,10,2026-04-25 22:25:47.981137,10.0,False
192,Receiving,2026-04-25 17:59:47.981137,17,,,False
192,Storage,2026-04-25 20:15:47.981137,136,2026-04-25 17:59:47.981137,136.0,True
192,Picking,2026-04-25 20:58:47.981137,43,2026-04-25 20:15:47.981137,43.0,False
192,Packing,2026-04-25 21:27:47.981137,29,2026-04-25 20:58:47.981137,29.0,False
192,Shipping,2026-04-25 21:50:47.981137,23,2026-04-25 21:27:47.981137,23.0,False
193,Receiving,2026-04-25 17:47:47.981137,5,,,False
193,Storage,2026-04-25 20:28:47.981137,161,2026-04-25 17:47:47.981137,161.0,True
193,Picking,2026-04-25 23:18:47.981137,170,2026-04-25 20:28:47.981137,170.0,True
